transaction_id,CLIENTNUM,transaction_datetime,amount,merchant_category,hour_of_day,is_foreign_transaction,distance_from_home_km,is_fraud
4153,711746133,2024-08-30 16:00:00,58.31,Utility Bill,16,0,2.1,0
4154,711746133,2024-01-12 10:00:00,171.15,ATM Withdrawal,10,0,4.9,0
4155,711746133,2024-07-11 04:00:00,180.68,Travel,4,0,22.1,0
4156,711746133,2024-11-28 10:00:00,73.62,Travel,10,0,10.9,0
4157,711746133,2024-12-21 07:00:00,202.59,Travel,7,0,15.8,0
4158,711746133,2024-04-17 14:00:00,125.79,ATM Withdrawal,14,0,5.7,0
4159,769662033,2024-08-28 18:00:00,48.42,Jewelry,18,0,7.7,0
4160,769662033,2024-01-29 11:00:00,119.87,Jewelry,11,0,13.9,0
4161,769662033,2024-09-02 12:00:00,120.74,Grocery,12,0,39.1,0
4162,769662033,2024-06-26 20:00:00,70.44,Utility Bill,20,0,5.1,0
4163,769662033,2024-12-09 10:00:00,33.89,Gas Station,10,0,32.3,0
4164,769662033,2024-09-08 23:00:00,77.35,Online Retail,23,0,1.8,0
4165,769662033,2024-08-26 12:00:00,52.87,Utility Bill,12,1,127.8,0
4166,769662033,2024-12-04 18:00:00,48.38,Utility Bill,18,0,23.7,0
4167,769662033,2024-09-20 15:00:00,153.76,ATM Withdrawal,15,0,8.2,0
4168,769662033,2024-04-21 22:00:00,14.78,Restaurant,22,0,7.0,0
4169,769662033,2024-07-31 11:00:00,61.79,Travel,11,0,0.3,0
4170,769662033,2024-04-09 02:00:00,36.92,ATM Withdrawal,2,0,7.4,0
4171,769662033,2024-04-17 22:00:00,40.7,Jewelry,22,0,18.3,0
4172,769662033,2024-01-06 20:00:00,84.55,Gas Station,20,0,31.1,0
4173,769662033,2024-10-29 05:00:00,46.36,Electronics,5,0,2.6,0
4174,769662033,2024-11-01 08:00:00,26.31,Jewelry,8,0,50.5,0
4175,769662033,2024-11-23 01:00:00,100.91,Restaurant,1,0,5.9,0
4176,769662033,2024-12-30 00:00:00,91.57,Travel,0,0,13.8,0
4177,769662033,2024-09-19 04:00:00,85.48,Online Retail,4,0,4.2,0
4178,769662033,2024-01-25 06:00:00,54.08,Utility Bill,6,0,7.0,1
4179,769662033,2024-10-23 00:00:00,211.01,Utility Bill,0,0,16.7,0
4180,719022558,2024-10-20 08:00:00,65.26,Travel,8,0,8.5,0
4181,719022558,2024-07-06 18:00:00,36.76,Gas Station,18,0,13.5,0
4182,719022558,2024-08-09 01:00:00,63.59,Travel,1,0,15.5,1
4183,719022558,2024-05-31 02:00:00,54.96,Restaurant,2,0,34.1,0
4184,719022558,2024-02-04 09:00:00,62.39,Gas Station,9,1,543.6,0
4185,719022558,2024-07-31 20:00:00,52.7,ATM Withdrawal,20,0,4.9,0
4186,719022558,2024-04-10 22:00:00,42.25,Online Retail,22,0,65.1,0
4187,719022558,2024-07-10 22:00:00,96.67,Restaurant,22,0,16.0,0
4188,719022558,2024-04-04 15:00:00,67.3,Online Retail,15,0,0.4,0
4189,719022558,2024-10-09 17:00:00,28.56,Jewelry,17,0,5.6,0
4190,719022558,2024-05-19 12:00:00,63.43,Online Retail,12,0,62.0,1
4191,719022558,2024-03-03 20:00:00,54.73,Electronics,20,0,11.5,0
4192,719022558,2024-04-21 16:00:00,85.42,Online Retail,16,0,19.3,0
4193,719022558,2024-12-27 20:00:00,47.64,Jewelry,20,0,14.4,0
4194,719022558,2024-03-16 09:00:00,32.34,Grocery,9,0,4.9,0
4195,719022558,2024-07-09 15:00:00,94.22,Utility Bill,15,0,16.8,0
4196,719022558,2024-07-06 10:00:00,63.93,Utility Bill,10,0,2.4,0
4197,719022558,2024-02-20 08:00:00,104.91,ATM Withdrawal,8,0,10.6,0
4198,814181433,2024-02-16 03:00:00,68.05,Jewelry,3,0,3.7,0
4199,814181433,2024-03-19 20:00:00,52.84,Gas Station,20,0,10.7,0
4200,814181433,2024-09-20 10:00:00,125.29,Grocery,10,0,0.4,0
4201,814181433,2024-06-23 16:00:00,123.28,Online Retail,16,0,12.1,0
4202,814181433,2024-11-28 07:00:00,59.06,Electronics,7,0,35.8,0
4203,814181433,2024-08-31 02:00:00,44.96,Restaurant,2,0,6.1,0
4204,814181433,2024-08-06 00:00:00,29.29,ATM Withdrawal,0,0,0.4,0
4205,814181433,2024-03-03 07:00:00,20.57,Jewelry,7,0,9.7,0
4206,814181433,2024-07-30 02:00:00,86.83,Online Retail,2,0,15.8,0
4207,814181433,2024-06-07 17:00:00,59.79,Jewelry,17,0,15.5,1
4208,814181433,2024-03-25 20:00:00,50.32,Online Retail,20,0,61.7,0
4209,814181433,2024-11-06 08:00:00,55.7,Jewelry,8,1,2087.3,0
4210,814181433,2024-07-24 04:00:00,93.36,Electronics,4,0,21.6,0
4211,814181433,2024-02-03 09:00:00,159.6,Grocery,9,0,25.8,0
4212,814181433,2024-06-07 10:00:00,63.14,Restaurant,10,0,28.7,0
4213,814181433,2024-11-16 07:00:00,21.93,Travel,7,0,0.6,0
4214,718949433,2024-10-05 04:00:00,49.94,Jewelry,4,0,24.1,0
4215,718949433,2024-07-29 02:00:00,32.04,Electronics,2,0,25.7,0
4216,718949433,2024-04-09 17:00:00,136.51,Travel,17,0,53.6,0
4217,718949433,2024-12-29 16:00:00,48.97,Travel,16,0,8.9,0
4218,718949433,2024-02-14 00:00:00,9.89,Travel,0,0,4.6,0
4219,718949433,2024-07-25 17:00:00,91.89,Electronics,17,0,15.5,0
4220,718949433,2024-04-13 03:00:00,18.77,Restaurant,3,0,8.5,0
4221,718949433,2024-12-03 18:00:00,58.88,Utility Bill,18,0,17.6,0
4222,718949433,2024-06-24 15:00:00,46.39,Travel,15,0,11.7,0
4223,718949433,2024-02-18 05:00:00,157.14,Electronics,5,0,18.9,0
4224,718949433,2024-12-14 13:00:00,100.72,Utility Bill,13,0,0.5,0
4225,718949433,2024-02-27 22:00:00,98.03,Restaurant,22,0,6.9,0
4226,718949433,2024-10-21 16:00:00,97.87,Utility Bill,16,0,31.4,0
4227,718949433,2024-03-11 11:00:00,44.79,Utility Bill,11,0,10.5,0
4228,718949433,2024-08-15 09:00:00,37.53,Jewelry,9,0,17.7,0
4229,718949433,2024-08-17 13:00:00,78.1,Jewelry,13,0,24.1,0
4230,718949433,2024-12-02 02:00:00,18.52,ATM Withdrawal,2,0,18.1,0
4231,718949433,2024-07-09 15:00:00,22.52,Online Retail,15,0,17.8,0
4232,718949433,2024-03-08 12:00:00,76.44,Electronics,12,0,3.6,0
4233,714051033,2024-03-02 15:00:00,185.55,Restaurant,15,0,5.1,0
4234,714051033,2024-11-18 15:00:00,46.56,Gas Station,15,0,0.1,0
4235,714051033,2024-12-08 17:00:00,66.49,ATM Withdrawal,17,0,4.8,0
4236,714051033,2024-09-23 11:00:00,12.44,Gas Station,11,0,7.0,0
4237,714051033,2024-06-22 21:00:00,40.21,Online Retail,21,0,10.8,0
4238,714051033,2024-12-14 21:00:00,35.79,Utility Bill,21,0,29.5,0
4239,714051033,2024-01-28 14:00:00,18.2,Grocery,14,0,8.6,0
4240,714051033,2024-02-26 04:00:00,71.92,Electronics,4,0,7.8,0
4241,714051033,2024-01-13 23:00:00,68.33,Travel,23,0,15.1,0
4242,714051033,2024-03-12 22:00:00,80.79,Gas Station,22,0,3.5,0
4243,721169883,2024-07-23 00:00:00,238.91,Restaurant,0,0,5.2,0
4244,721169883,2024-09-15 06:00:00,76.02,Utility Bill,6,0,5.8,0
4245,721169883,2024-03-19 15:00:00,93.03,Grocery,15,0,8.9,0
4246,721169883,2024-08-02 12:00:00,85.08,Restaurant,12,0,5.0,0
4247,721169883,2024-08-18 22:00:00,111.32,Gas Station,22,0,10.7,0
4248,721169883,2024-11-22 05:00:00,152.62,Online Retail,5,0,17.3,0
4249,721169883,2024-03-22 01:00:00,118.91,Online Retail,1,0,1.1,0
4250,721169883,2024-02-02 02:00:00,313.38,Gas Station,2,0,3.3,0
4251,721169883,2024-07-02 11:00:00,163.67,Grocery,11,0,26.0,0
4252,721169883,2024-12-18 01:00:00,359.52,Travel,1,0,19.3,0
4253,721169883,2024-02-10 20:00:00,93.44,Online Retail,20,0,26.4,0
4254,721169883,2024-05-17 10:00:00,99.15,Utility Bill,10,0,3.8,0
4255,721169883,2024-07-11 06:00:00,63.87,ATM Withdrawal,6,0,10.5,0
4256,721169883,2024-05-09 16:00:00,76.97,Electronics,16,0,2.2,0
4257,721169883,2024-07-02 11:00:00,160.83,Restaurant,11,0,25.0,0
4258,721169883,2024-01-15 02:00:00,260.37,Electronics,2,0,12.3,0
4259,721169883,2024-12-14 19:00:00,144.89,ATM Withdrawal,19,0,13.2,0
4260,721169883,2024-09-17 02:00:00,97.44,Restaurant,2,0,4.6,0
4261,721169883,2024-05-15 23:00:00,84.31,Restaurant,23,0,2.5,0
4262,721169883,2024-05-25 14:00:00,109.36,Electronics,14,0,8.1,0
4263,721169883,2024-06-04 04:00:00,83.38,Electronics,4,0,2.6,0
4264,721169883,2024-01-31 14:00:00,110.74,ATM Withdrawal,14,0,5.3,0
4265,721169883,2024-05-07 19:00:00,130.83,Gas Station,19,0,2.0,0
4266,721169883,2024-02-19 05:00:00,121.57,Jewelry,5,0,2.1,1
4267,721169883,2024-10-29 08:00:00,107.18,Jewelry,8,0,0.3,0
4268,798962058,2024-10-04 13:00:00,32.74,Travel,13,0,22.8,0
4269,798962058,2024-10-02 01:00:00,14.6,Utility Bill,1,0,12.8,0
4270,798962058,2024-01-09 04:00:00,28.77,Travel,4,0,14.3,0
4271,798962058,2024-12-23 22:00:00,30.48,Grocery,22,0,6.9,0
4272,798962058,2024-02-05 00:00:00,29.64,Electronics,0,1,577.3,1
4273,798962058,2024-02-14 04:00:00,41.4,Electronics,4,0,4.8,0
4274,798962058,2024-11-19 12:00:00,45.97,Electronics,12,0,10.4,0
4275,798962058,2024-11-30 06:00:00,20.05,Utility Bill,6,0,6.8,1
4276,798962058,2024-04-17 06:00:00,21.28,Online Retail,6,0,7.1,0
4277,798962058,2024-06-14 19:00:00,37.34,ATM Withdrawal,19,0,1.3,0
4278,798962058,2024-12-14 01:00:00,37.53,Online Retail,1,0,21.2,0
4279,798962058,2024-01-28 05:00:00,40.47,Jewelry,5,0,3.4,1
4280,718510983,2024-10-20 06:00:00,166.27,Restaurant,6,1,194.8,0
4281,718510983,2024-04-23 02:00:00,15.67,Gas Station,2,0,11.0,0
4282,718510983,2024-10-20 04:00:00,47.34,ATM Withdrawal,4,0,0.9,0
4283,718510983,2024-11-22 12:00:00,54.62,Jewelry,12,0,4.8,0
4284,718510983,2024-10-05 01:00:00,44.51,ATM Withdrawal,1,0,3.5,0
4285,718510983,2024-03-21 23:00:00,19.46,Utility Bill,23,0,19.1,0
4286,718510983,2024-04-23 13:00:00,57.45,Grocery,13,0,12.6,0
4287,718510983,2024-04-10 09:00:00,61.73,Online Retail,9,0,6.0,0
4288,718510983,2024-07-15 10:00:00,18.07,Travel,10,1,790.3,0
4289,718510983,2024-02-28 08:00:00,162.15,Electronics,8,0,3.8,0
4290,718510983,2024-08-24 07:00:00,102.83,Electronics,7,0,29.2,0
4291,718510983,2024-09-06 17:00:00,25.0,Gas Station,17,0,6.3,0
4292,718510983,2024-12-01 18:00:00,71.09,ATM Withdrawal,18,0,3.7,0
4293,718510983,2024-02-18 19:00:00,111.3,ATM Withdrawal,19,0,8.8,0
4294,718510983,2024-03-15 05:00:00,35.0,Grocery,5,0,24.3,0
4295,718510983,2024-06-18 00:00:00,39.64,Jewelry,0,0,4.6,0
4296,718510983,2024-03-01 17:00:00,105.71,Utility Bill,17,0,32.5,0
4297,718510983,2024-02-19 15:00:00,24.78,Jewelry,15,0,8.8,0
4298,718510983,2024-04-13 17:00:00,29.13,Travel,17,0,6.0,0
4299,718510983,2024-07-25 18:00:00,23.02,Grocery,18,0,0.3,0
4300,718510983,2024-04-29 05:00:00,85.06,Gas Station,5,0,5.9,0
4301,718510983,2024-08-16 07:00:00,110.13,Gas Station,7,0,29.3,0
4302,716071233,2024-06-04 17:00:00,62.97,Online Retail,17,0,5.0,0
4303,716071233,2024-05-15 12:00:00,52.65,Online Retail,12,0,2.2,0
4304,716071233,2024-09-11 08:00:00,72.23,Restaurant,8,0,2.0,0
4305,716071233,2024-08-18 02:00:00,51.66,Jewelry,2,0,7.3,0
4306,716071233,2024-11-19 23:00:00,65.2,Electronics,23,0,14.9,0
4307,716071233,2024-12-23 11:00:00,40.91,Restaurant,11,0,7.6,0
4308,716071233,2024-09-05 09:00:00,82.44,Grocery,9,0,28.0,0
4309,716071233,2024-09-06 21:00:00,27.86,Electronics,21,0,0.9,0
4310,716071233,2024-12-27 15:00:00,203.27,Gas Station,15,0,9.7,0
4311,716071233,2024-09-26 19:00:00,27.81,Online Retail,19,0,0.3,0
4312,716071233,2024-11-04 01:00:00,90.0,Travel,1,0,2.1,1
4313,716071233,2024-09-04 16:00:00,95.93,ATM Withdrawal,16,0,10.0,0
4314,716071233,2024-12-14 07:00:00,37.71,ATM Withdrawal,7,0,6.9,0
4315,716071233,2024-09-01 19:00:00,54.36,Online Retail,19,0,33.8,0
4316,716071233,2024-07-04 03:00:00,72.89,Online Retail,3,0,64.0,0
4317,716071233,2024-04-13 11:00:00,47.79,Utility Bill,11,0,1.1,0
4318,716071233,2024-11-10 05:00:00,90.44,Restaurant,5,0,3.4,0
4319,716071233,2024-07-19 01:00:00,75.65,Grocery,1,0,6.2,1
4320,713876958,2024-12-05 02:00:00,283.51,Online Retail,2,0,5.3,0
4321,713876958,2024-05-19 09:00:00,90.15,Grocery,9,0,0.2,0
4322,713876958,2024-12-21 14:00:00,60.46,Electronics,14,0,4.7,0
4323,713876958,2024-07-28 09:00:00,114.85,Grocery,9,0,60.4,0
4324,713876958,2024-10-17 14:00:00,149.82,Electronics,14,0,2.3,0
4325,713876958,2024-12-30 14:00:00,51.85,Grocery,14,0,13.9,0
4326,713876958,2024-05-14 21:00:00,111.11,Restaurant,21,0,18.8,0
4327,713876958,2024-12-06 21:00:00,128.08,Travel,21,0,13.7,0
4328,713876958,2024-09-09 02:00:00,44.82,Gas Station,2,0,0.2,0
4329,713876958,2024-01-09 07:00:00,88.73,Jewelry,7,1,431.1,0
4330,713876958,2024-11-27 21:00:00,33.0,Electronics,21,0,12.9,0
4331,713876958,2024-10-08 20:00:00,20.29,ATM Withdrawal,20,0,6.5,0
4332,713876958,2024-07-29 22:00:00,76.82,Grocery,22,0,4.2,0
4333,713876958,2024-04-07 09:00:00,27.04,Restaurant,9,0,6.5,0
4334,713876958,2024-04-18 01:00:00,121.29,Travel,1,0,10.2,0
4335,713876958,2024-06-26 07:00:00,48.15,Electronics,7,0,19.8,0
4336,713876958,2024-06-05 01:00:00,118.49,Online Retail,1,0,18.5,0
4337,713876958,2024-12-05 12:00:00,49.27,ATM Withdrawal,12,0,33.2,0
4338,713876958,2024-11-01 15:00:00,118.99,ATM Withdrawal,15,0,3.8,0
4339,718311933,2024-06-04 06:00:00,179.15,Travel,6,0,19.7,0
4340,718311933,2024-02-18 06:00:00,38.62,Electronics,6,0,9.3,0
4341,718311933,2024-10-29 00:00:00,105.59,ATM Withdrawal,0,0,14.4,0
4342,718311933,2024-06-19 11:00:00,68.51,Restaurant,11,0,10.6,0
4343,718311933,2024-09-11 13:00:00,50.28,Online Retail,13,0,0.8,0
4344,718311933,2024-07-20 15:00:00,58.0,Jewelry,15,0,35.4,0
4345,718311933,2024-08-09 23:00:00,66.41,Utility Bill,23,0,7.9,0
4346,718311933,2024-04-13 02:00:00,79.96,Online Retail,2,0,2.6,0
4347,718311933,2024-06-12 20:00:00,8.33,Online Retail,20,0,5.7,0
4348,718311933,2024-05-19 08:00:00,120.44,Restaurant,8,0,0.4,0
4349,715649358,2024-07-28 13:00:00,78.46,Grocery,13,0,8.8,0
4350,715649358,2024-11-10 12:00:00,34.37,Jewelry,12,0,3.5,0
4351,715649358,2024-06-04 03:00:00,77.39,Travel,3,1,2483.2,1
4352,715649358,2024-11-02 23:00:00,144.07,Gas Station,23,0,8.7,0
4353,715649358,2024-05-13 23:00:00,64.58,Jewelry,23,0,10.8,0
4354,715649358,2024-12-30 02:00:00,33.98,Travel,2,0,4.2,0
4355,715649358,2024-07-21 17:00:00,59.6,Electronics,17,0,26.2,0
4356,715649358,2024-07-01 22:00:00,72.87,Electronics,22,0,20.9,0
4357,715649358,2024-12-06 04:00:00,34.92,ATM Withdrawal,4,0,8.3,0
4358,715649358,2024-04-18 05:00:00,91.8,ATM Withdrawal,5,0,9.2,0
4359,715649358,2024-09-23 09:00:00,123.1,Grocery,9,0,4.1,0
4360,715649358,2024-01-11 15:00:00,120.5,Online Retail,15,0,13.3,0
4361,715649358,2024-03-06 18:00:00,159.96,Utility Bill,18,0,6.0,0
4362,715649358,2024-02-09 07:00:00,51.5,Restaurant,7,0,8.7,0
4363,715649358,2024-03-18 23:00:00,51.33,Gas Station,23,0,28.9,0
4364,715649358,2024-04-10 20:00:00,71.89,Jewelry,20,0,2.3,0
4365,715649358,2024-07-14 19:00:00,129.71,Online Retail,19,0,5.7,0
4366,715649358,2024-08-25 07:00:00,81.15,Utility Bill,7,0,5.0,0
4367,715649358,2024-09-17 21:00:00,125.13,ATM Withdrawal,21,0,2.5,0
4368,715649358,2024-05-01 02:00:00,156.91,Utility Bill,2,0,7.8,0
4369,771097683,2024-10-03 02:00:00,31.25,Jewelry,2,0,45.1,0
4370,771097683,2024-08-27 06:00:00,217.34,ATM Withdrawal,6,0,8.6,0
4371,771097683,2024-02-13 00:00:00,100.32,ATM Withdrawal,0,0,5.9,0
4372,771097683,2024-09-20 11:00:00,121.54,Jewelry,11,0,0.9,0
4373,771097683,2024-10-15 06:00:00,88.63,Gas Station,6,0,8.1,0
4374,771097683,2024-07-11 06:00:00,18.99,ATM Withdrawal,6,0,22.6,0
4375,771097683,2024-01-13 09:00:00,39.28,Restaurant,9,0,24.9,0
4376,771097683,2024-12-18 20:00:00,96.05,Online Retail,20,0,0.5,0
4377,771097683,2024-02-13 03:00:00,105.51,Online Retail,3,0,25.0,0
4378,771097683,2024-12-02 12:00:00,86.87,Jewelry,12,0,14.6,0
4379,771097683,2024-03-29 03:00:00,58.24,ATM Withdrawal,3,0,8.0,0
4380,771097683,2024-07-05 12:00:00,141.22,Travel,12,0,12.8,0
4381,771097683,2024-08-29 21:00:00,308.64,Electronics,21,0,18.2,0
4382,771097683,2024-07-04 12:00:00,62.95,ATM Withdrawal,12,0,15.6,0
4383,768848658,2024-06-29 02:00:00,125.16,Utility Bill,2,0,3.5,0
4384,768848658,2024-04-07 23:00:00,172.79,Utility Bill,23,0,8.3,0
4385,768848658,2024-11-12 11:00:00,56.15,ATM Withdrawal,11,0,11.4,0
4386,768848658,2024-11-12 18:00:00,206.43,Jewelry,18,0,1.6,0
4387,768848658,2024-10-08 18:00:00,144.63,Jewelry,18,0,7.2,0
4388,768848658,2024-02-07 22:00:00,164.07,Electronics,22,0,4.3,0
4389,768848658,2024-01-31 03:00:00,120.95,ATM Withdrawal,3,0,7.0,0
4390,768848658,2024-09-03 23:00:00,165.95,Restaurant,23,0,21.7,0
4391,768848658,2024-12-19 03:00:00,92.2,Electronics,3,0,23.1,0
4392,768848658,2024-08-11 01:00:00,85.55,Gas Station,1,0,32.2,0
4393,768848658,2024-07-08 15:00:00,90.9,Grocery,15,0,25.4,0
4394,768848658,2024-11-02 21:00:00,212.79,Restaurant,21,0,3.7,0
4395,768848658,2024-08-12 23:00:00,821.72,Restaurant,23,1,153.2,0
4396,768848658,2024-02-19 13:00:00,100.3,Restaurant,13,0,18.4,0
4397,768848658,2024-02-10 14:00:00,32.47,ATM Withdrawal,14,0,5.6,0
4398,768848658,2024-12-08 21:00:00,98.33,Gas Station,21,0,13.9,0
4399,768848658,2024-05-11 22:00:00,123.65,Online Retail,22,0,11.8,0
4400,768848658,2024-11-19 21:00:00,273.79,Travel,21,0,25.4,0
4401,768848658,2024-04-04 08:00:00,41.07,Utility Bill,8,1,35.7,0
4402,768848658,2024-04-03 01:00:00,103.8,Grocery,1,0,9.6,0
4403,768848658,2024-07-31 03:00:00,95.63,Restaurant,3,0,6.5,0
4404,711196458,2024-07-02 08:00:00,88.14,Restaurant,8,0,12.4,0
4405,711196458,2024-09-16 17:00:00,76.56,Electronics,17,0,14.8,0
4406,711196458,2024-07-02 07:00:00,53.92,Travel,7,0,5.4,0
4407,711196458,2024-04-14 15:00:00,39.58,Gas Station,15,1,689.3,0
4408,711196458,2024-05-15 10:00:00,30.56,Restaurant,10,0,31.2,0
4409,711196458,2024-12-01 02:00:00,67.05,Gas Station,2,0,1.6,0
4410,711196458,2024-05-27 14:00:00,15.6,Grocery,14,0,14.3,0
4411,711196458,2024-07-02 05:00:00,67.44,Grocery,5,1,421.2,0
4412,711196458,2024-04-28 10:00:00,72.35,Restaurant,10,0,18.8,0
4413,711196458,2024-10-15 23:00:00,85.28,Grocery,23,0,6.4,0
4414,715729683,2024-12-26 21:00:00,233.67,Online Retail,21,0,6.7,0
4415,715729683,2024-05-21 16:00:00,44.08,Jewelry,16,0,76.4,0
4416,715729683,2024-02-19 14:00:00,127.37,Jewelry,14,0,26.1,0
4417,715729683,2024-05-02 10:00:00,78.29,Online Retail,10,0,4.0,0
4418,715729683,2024-03-30 23:00:00,34.55,Travel,23,0,38.7,0
4419,715729683,2024-11-16 02:00:00,78.44,Travel,2,0,0.7,0
4420,715729683,2024-10-17 20:00:00,128.14,Utility Bill,20,0,3.3,0
4421,715729683,2024-02-19 12:00:00,294.25,Jewelry,12,0,16.2,0
4422,715729683,2024-01-05 00:00:00,263.57,Utility Bill,0,0,5.2,0
4423,715729683,2024-09-14 10:00:00,30.0,Grocery,10,1,47.2,0
4424,715729683,2024-04-14 16:00:00,50.67,Grocery,16,0,27.9,0
4425,715729683,2024-06-11 23:00:00,124.23,Gas Station,23,0,13.8,0
4426,715729683,2024-09-02 11:00:00,182.76,Utility Bill,11,0,27.6,0
4427,715729683,2024-11-03 17:00:00,147.0,Travel,17,0,20.8,0
4428,715729683,2024-07-20 06:00:00,85.63,Restaurant,6,0,18.8,0
4429,715729683,2024-11-13 08:00:00,27.81,Restaurant,8,0,16.8,0
4430,715729683,2024-08-14 14:00:00,200.49,ATM Withdrawal,14,0,9.8,0
4431,715729683,2024-09-16 20:00:00,74.58,Travel,20,0,23.0,0
4432,715729683,2024-10-29 01:00:00,101.44,Utility Bill,1,0,14.0,0
4433,779509983,2024-05-20 11:00:00,48.54,Jewelry,11,1,426.7,0
4434,779509983,2024-06-22 14:00:00,124.32,Grocery,14,0,19.1,0
4435,779509983,2024-07-24 05:00:00,87.56,ATM Withdrawal,5,0,13.3,0
4436,779509983,2024-05-03 12:00:00,107.05,Electronics,12,0,25.7,0
4437,779509983,2024-09-27 01:00:00,127.59,Restaurant,1,0,7.0,0
4438,819258408,2024-08-28 11:00:00,36.17,Grocery,11,0,22.5,0
4439,819258408,2024-05-24 02:00:00,46.99,Online Retail,2,1,128.8,1
4440,819258408,2024-06-01 15:00:00,42.74,Travel,15,0,1.1,0
4441,819258408,2024-10-17 12:00:00,14.24,Restaurant,12,0,8.8,0
4442,819258408,2024-01-21 22:00:00,66.75,Utility Bill,22,0,4.0,0
4443,819258408,2024-05-04 03:00:00,46.01,Electronics,3,0,4.3,1
4444,819258408,2024-08-09 06:00:00,83.7,Gas Station,6,0,15.1,0
4445,819258408,2024-03-20 18:00:00,65.34,Jewelry,18,0,1.1,0
4446,819258408,2024-12-14 00:00:00,12.9,Electronics,0,0,11.4,0
4447,819258408,2024-05-10 18:00:00,21.01,Online Retail,18,0,10.3,0
4448,721207908,2024-01-22 09:00:00,30.61,ATM Withdrawal,9,0,8.4,0
4449,721207908,2024-03-22 23:00:00,109.67,ATM Withdrawal,23,0,11.9,0
4450,721207908,2024-12-30 15:00:00,54.52,Grocery,15,0,0.1,0
4451,721207908,2024-10-19 23:00:00,38.16,Electronics,23,0,17.2,0
4452,721207908,2024-03-27 13:00:00,52.45,Jewelry,13,0,5.3,0
4453,721207908,2024-07-31 11:00:00,60.61,Utility Bill,11,0,5.9,0
4454,721207908,2024-07-30 08:00:00,129.09,Grocery,8,0,9.5,0
4455,721207908,2024-06-24 14:00:00,38.58,Travel,14,0,9.6,0
4456,721207908,2024-05-02 10:00:00,79.72,Grocery,10,0,11.7,0
4457,721207908,2024-06-14 11:00:00,37.68,Utility Bill,11,0,31.4,0
4458,721207908,2024-12-15 10:00:00,31.85,Online Retail,10,0,40.3,0
4459,721207908,2024-12-14 19:00:00,49.42,Travel,19,0,26.1,0
4460,721207908,2024-05-08 15:00:00,72.52,Electronics,15,0,30.3,0
4461,721207908,2024-10-23 10:00:00,37.73,Travel,10,0,27.4,0
4462,721207908,2024-11-26 07:00:00,121.39,Travel,7,0,20.4,0
4463,721207908,2024-07-19 20:00:00,73.85,Utility Bill,20,0,43.6,0
4464,721207908,2024-11-28 23:00:00,85.85,Electronics,23,0,1.3,0
4465,721207908,2024-08-05 05:00:00,63.65,Utility Bill,5,0,23.3,0
4466,721207908,2024-01-07 18:00:00,86.08,ATM Withdrawal,18,0,27.4,0
4467,721207908,2024-05-15 07:00:00,50.23,Gas Station,7,0,13.3,0
4468,721207908,2024-12-06 16:00:00,78.74,Online Retail,16,0,39.5,0
4469,721207908,2024-03-21 19:00:00,76.14,Utility Bill,19,0,21.5,0
4470,721207908,2024-10-28 03:00:00,132.27,Jewelry,3,0,9.4,0
4471,716067333,2024-02-09 07:00:00,41.04,Utility Bill,7,0,13.9,0
4472,716067333,2024-04-24 02:00:00,24.52,Electronics,2,0,2.2,0
4473,716067333,2024-05-31 00:00:00,78.89,Jewelry,0,0,7.8,0
4474,716067333,2024-08-29 23:00:00,101.73,Online Retail,23,0,31.0,0
4475,716067333,2024-06-27 08:00:00,15.13,Jewelry,8,0,2.0,0
4476,716067333,2024-09-10 18:00:00,69.21,Gas Station,18,0,5.1,0
4477,716067333,2024-12-23 20:00:00,38.72,Grocery,20,0,8.4,0
4478,716067333,2024-12-05 13:00:00,50.96,Grocery,13,0,3.5,0
4479,716067333,2024-07-08 08:00:00,42.47,Online Retail,8,0,23.5,0
4480,716067333,2024-06-09 03:00:00,121.97,Travel,3,0,14.0,0
4481,716067333,2024-04-21 08:00:00,23.27,Online Retail,8,0,4.8,0
4482,716067333,2024-10-20 17:00:00,51.17,ATM Withdrawal,17,0,14.4,0
4483,716067333,2024-03-10 01:00:00,34.97,Grocery,1,0,0.6,0
4484,716067333,2024-04-20 02:00:00,155.13,Utility Bill,2,0,3.8,0
4485,716067333,2024-06-14 20:00:00,50.8,Utility Bill,20,0,5.3,0
4486,716067333,2024-09-30 22:00:00,61.47,Online Retail,22,0,7.5,0
4487,716067333,2024-01-24 21:00:00,140.51,Online Retail,21,0,6.2,0
4488,716067333,2024-01-17 02:00:00,84.54,Grocery,2,0,3.0,0
4489,716067333,2024-10-09 15:00:00,123.54,Grocery,15,0,3.1,0
4490,716067333,2024-12-16 05:00:00,25.33,Jewelry,5,0,4.8,0
4491,716067333,2024-04-03 10:00:00,57.27,Restaurant,10,0,6.7,0
4492,708394908,2024-07-01 20:00:00,121.01,Gas Station,20,0,10.6,0
4493,708394908,2024-12-25 23:00:00,95.41,Utility Bill,23,0,0.3,0
4494,708394908,2024-08-31 22:00:00,142.69,Restaurant,22,0,69.9,0
4495,708394908,2024-09-12 05:00:00,79.48,Gas Station,5,0,20.5,0
4496,708394908,2024-01-09 17:00:00,23.99,Gas Station,17,0,8.8,0
4497,708394908,2024-07-10 07:00:00,93.01,Electronics,7,0,3.4,0
4498,708394908,2024-09-23 05:00:00,45.34,ATM Withdrawal,5,0,3.5,0
